NaCl,,Be Pd,,,Cd Ga2 Se4,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps,2θ - °,Y,Intensity - cps
48.51,3266.7,,,,,,
48.52,3360,,,,,,
48.53,3266.7,,,,,,
48.54,3413.3,,,,,,
48.55,3640,,,,,,
48.56,3586.7,,,,,,
48.57,3440,,,,,,
48.58,3346.7,,,,,,
48.59,3400,,,,,,
48.6,3386.7,,,,,,
48.61,3120,,,,,,
48.62,3133.3,,,,,,
48.63,3186.7,,,,,,
48.64,3333.3,,,,,,
48.65,3333.3,,,,,,
48.66,3666.7,,,,,,
48.67,3440,,,,,,
48.68,3453.3,,,,,,
48.69,3200,,,,,,
48.7,3293.3,,,,,,
48.71,3320,,,,,,
48.72,3253.3,,,,,,
48.73,3360,,,,,,
48.74,3306.7,,,,,,
48.75,3440,,,,,,
48.76,3560,,,,,,
48.77,3520,,,,,,
48.78,3440,,,,,,
48.79,3360,,,,,,
48.8,3093.3,,,,,,
48.81,3333.3,,,,,,
48.82,3373.3,,,,,,
48.83,3480,,,,,,
48.84,3493.3,,,,,,
48.85,3506.7,,,,,,
48.86,3346.7,,,,,,
48.87,3666.7,,,,,,
48.88,3333.3,,,,,,
48.89,3360,,,,,,
48.9,3320,,,,,,
48.91,3546.7,,,,,,
48.92,3186.7,,,,,,
48.93,3173.3,,,,,,
48.94,3306.7,,,,,,
48.95,3346.7,,,,,,
48.96,3506.7,,,,,,
48.97,3546.7,,,,,,
48.98,3480,,,,,,
48.99,3333.3,,,,,,
49,3120,,,,,,
49.01,3160,,,,,,
49.02,3346.7,,,,,,
49.03,3266.7,,,,,,
49.04,3400,,,,,,
49.05,3386.7,,,,,,
49.06,3000,,,,,,
49.07,3120,,,,,,
49.08,3080,,,,,,
49.09,3173.3,,,,,,
49.1,3186.7,,,,,,
49.11,3000,,,,,,
49.12,3120,,,,,,
49.13,3240,,,,,,
49.14,3213.3,,,,,,
49.15,3000,,,,,,
49.16,2973.3,,,,,,
49.17,3146.7,,,,,,
49.18,3333.3,,,,,,
49.19,3400,,,,,,
49.2,3386.7,,,,,,
49.21,3306.7,,,,,,
49.22,3026.7,,,,,,
49.23,3053.3,,,,,,
49.24,3053.3,,,,,,
49.25,3306.7,,,,,,
49.26,2986.7,,,,,,
49.27,3333.3,,,,,,
49.28,3213.3,,,,,,
49.29,3320,,,,,,
49.3,3306.7,,,,,,
49.31,3280,,,,,,
49.32,3093.3,,,,,,
49.33,3386.7,,,,,,
49.34,3253.3,,,,,,
49.35,3413.3,,,,,,
49.36,3400,,,,,,
49.37,3226.7,,,,,,
49.38,3186.7,,,,,,
49.39,3133.3,,,,,,
49.4,3173.3,,,,,,
49.41,3173.3,,,,,,
49.42,3186.7,,,,,,
49.43,3106.7,,,,,,
49.44,3466.7,,,,,,
49.45,3693.3,,,,,,
49.46,3706.7,,,,,,
49.47,3480,,,,,,
49.48,3373.3,,,,,,
49.49,3226.7,,,,,,
49.5,3320,,,,,,
49.51,3560,,,,,,
49.52,3586.7,,,,,,
49.53,3600,,,,,,
49.54,3200,,,,,,
49.55,3160,,,,,,
49.56,3200,,,,,,
49.57,3306.7,,,,,,
49.58,3320,,,,,,
49.59,3386.7,,,,,,
49.6,3200,,,,,,
49.61,3213.3,,,,,,
49.62,3226.7,,,,,,
49.63,3400,,,,,,
49.64,3080,,,,,,
49.65,3240,,,,,,
49.66,3293.3,,,,,,
49.67,3280,,,,,,
49.68,3160,,,,,,
49.69,3266.7,,,,,,
49.7,3266.7,,,,,,
49.71,3266.7,,,,,,
49.72,3386.7,,,,,,
49.73,3480,,,,,,
49.74,3413.3,,,,,,
49.75,3346.7,,,,,,
49.76,3360,,,,,,
49.77,3200,,,,,,
49.78,3320,,,,,,
49.79,3426.7,,,,,,
49.8,3333.3,,,,,,
49.81,3426.7,,,,,,
49.82,3306.7,,,,,,
49.83,3106.7,,,,,,
49.84,3160,,,,,,
49.85,3266.7,,,,,,
49.86,3053.3,,,,,,
49.87,3280,,,,,,
49.88,3480,,,,,,
49.89,3253.3,,,,,,
49.9,3133.3,,,,,,
49.91,3120,,,,,,
49.92,3173.3,,,,,,
49.93,3106.7,,,,,,
49.94,3266.7,,,,,,
49.95,3066.7,,,,,,
49.96,3053.3,,,,,,
49.97,3533.3,,,,,,
49.98,3466.7,,,,,,
49.99,3226.7,,,,,,
50,3320,,,,,,
50.01,3546.7,,,,,,
50.02,3413.3,,,,,,
50.03,3240,,,,,,
50.04,3266.7,,,,,,
50.05,3293.3,,,,,,
50.06,3213.3,,,,,,
50.07,3253.3,,,,,,
50.08,3226.7,,,,,,
50.09,3466.7,,,,,,
50.1,3626.7,,,,,,
50.11,3306.7,,,,,,
50.12,3013.3,,,,,,
50.13,2986.7,,,,,,
50.14,2893.3,,,,,,
50.15,3453.3,,,,,,
50.16,3493.3,,,,,,
50.17,3533.3,,,,,,
50.18,3186.7,,,,,,
50.19,3360,,,,,,
50.2,3600,,,,,,
50.21,3453.3,,,,,,
50.22,3266.7,,,,,,
50.23,3146.7,,,,,,
50.24,3280,,,,,,
50.25,3133.3,,,,,,
50.26,3333.3,,,,,,
50.27,3346.7,,,,,,
50.28,3386.7,,,,,,
50.29,3453.3,,,,,,
50.3,3480,,,,,,
50.31,3293.3,,,,,,
50.32,3453.3,,,,,,
50.33,3413.3,,,,,,
50.34,3320,,,,,,
50.35,3213.3,,,,,,
50.36,3520,,,,,,
50.37,3373.3,,,,,,
50.38,3546.7,,,,,,
50.39,3413.3,,,,,,
50.4,3080,,,,,,
50.41,3106.7,,,,,,
50.42,3200,,,,,,
50.43,3106.7,,,,,,
50.44,3386.7,,,,,,
50.45,3440,,,,,,
50.46,3426.7,,,,,,
50.47,3240,,,,,,
50.48,3280,,,,,,
50.49,3400,,,,,,
50.5,3453.3,,,,,,
50.51,3240,,,,,,
50.52,3000,,,,,,
50.53,3146.7,,,,,,
50.54,3173.3,,,,,,
50.55,3200,,,,,,
50.56,3053.3,,,,,,
50.57,3093.3,,,,,,
50.58,3280,,,,,,
50.59,3240,,,,,,
50.6,3226.7,,,,,,
50.61,3066.7,,,,,,
50.62,3253.3,,,,,,
50.63,3080,,,,,,
50.64,3306.7,,,,,,
50.65,3226.7,,,,,,
50.66,3413.3,,,,,,
50.67,3173.3,,,,,,
50.68,2920,,,,,,
50.69,3106.7,,,,,,
50.7,3173.3,,,,,,
50.71,3066.7,,,,,,
50.72,3000,,,,,,
50.73,3346.7,,,,,,
50.74,3266.7,,,,,,
50.75,3253.3,,,,,,
50.76,3200,,,,,,
50.77,3586.7,,,,,,
50.78,3453.3,,,,,,
50.79,3626.7,,,,,,
50.8,3346.7,,,,,,
50.81,3440,,,,,,
50.82,3266.7,,,,,,
50.83,3146.7,,,,,,
50.84,3066.7,,,,,,
50.85,3160,,,,,,
50.86,3320,,,,,,
50.87,3240,,,,,,
50.88,3093.3,,,,,,
50.89,3266.7,,,,,,
50.9,3346.7,,,,,,
50.91,3040,,,,,,
50.92,2840,,,,,,
50.93,3013.3,,,,,,
50.94,3320,,,,,,
50.95,3293.3,,,,,,
50.96,3146.7,,,,,,
50.97,3306.7,,,,,,
50.98,3293.3,,,,,,
50.99,3173.3,,,,,,
51,3253.3,,,,,,
51.01,3573.3,,,,,,
51.02,3266.7,,,,,,
51.03,3066.7,,,,,,
51.04,3146.7,,,,,,
51.05,3186.7,,,,,,
51.06,3386.7,,,,,,
51.07,3466.7,,,,,,
51.08,3306.7,,,,,,
51.09,3266.7,,,,,,
51.1,3293.3,,,,,,
51.11,3173.3,,,,,,
51.12,3346.7,,,,,,
51.13,3106.7,,,,,,
51.14,3066.7,,,,,,
51.15,3133.3,,,,,,
51.16,3213.3,,,,,,
51.17,3293.3,,,,,,
51.18,3133.3,,,,,,
51.19,3240,,,,,,
51.2,3013.3,,,,,,
51.21,3226.7,,,,,,
51.22,3186.7,,,,,,
51.23,3013.3,,,,,,
51.24,3173.3,,,,,,
51.25,3146.7,,,,,,
51.26,3266.7,,,,,,
51.27,3120,,,,,,
51.28,3013.3,,,,,,
51.29,3066.7,,,,,,
51.3,3186.7,,,,,,
51.31,3186.7,,,,,,
51.32,3040,,,,,,
51.33,3186.7,,,,,,
51.34,3266.7,,,,,,
51.35,3320,,,,,,
51.36,3133.3,,,,,,
51.37,3120,,,,,,
51.38,3120,,,,,,
51.39,3360,,,,,,
51.4,3040,,,,,,
51.41,3346.7,,,,,,
51.42,3440,,,,,,
51.43,3200,,,,,,
51.44,3173.3,,,,,,
51.45,3466.7,,,,,,
51.46,3280,,,,,,
51.47,3306.7,,,,,,
51.48,3040,,,,,,
51.49,2960,,,,,,
51.5,3306.7,,,,,,
51.51,3440,,,,,,
51.52,3186.7,,,,,,
51.53,3186.7,,,,,,
51.54,3186.7,,,,,,
51.55,2973.3,,,,,,
51.56,2986.7,,,,,,
51.57,3253.3,,,,,,
51.58,3386.7,,,,,,
51.59,3240,,,,,,
51.6,3373.3,,,,,,
51.61,3346.7,,,,,,
51.62,3240,,,,,,
51.63,3093.3,,,,,,
51.64,3333.3,,,,,,
51.65,3373.3,,,,,,
51.66,3560,,,,,,
51.67,3053.3,,,,,,
51.68,3080,,,,,,
51.69,3146.7,,,,,,
51.7,3173.3,,,,,,
51.71,3346.7,,,,,,
51.72,3080,,,,,,
51.73,2920,,,,,,
51.74,2973.3,,,,,,
51.75,3093.3,,,,,,
51.76,3200,,,,,,
51.77,3026.7,,,,,,
51.78,2826.7,,,,,,
51.79,2866.7,,,,,,
51.8,2973.3,,,,,,
51.81,3440,,,,,,
51.82,3253.3,,,,,,
51.83,3093.3,,,,,,
51.84,3040,,,,,,
51.85,3173.3,,,,,,
51.86,3413.3,,,,,,
51.87,3320,,,,,,
51.88,3200,,,,,,
51.89,3213.3,,,,,,
51.9,3160,,,,,,
51.91,2773.3,,,,,,
51.92,3200,,,,,,
51.93,3240,,,,,,
51.94,3253.3,,,,,,
51.95,3346.7,,,,,,
51.96,3240,,,,,,
51.97,3226.7,,,,,,
51.98,3453.3,,,,,,
51.99,3493.3,,,,,,
52,3506.7,,,,,,
52.01,3306.7,,,,,,
52.02,3346.7,,,,,,
52.03,3186.7,,,,,,
52.04,3120,,,,,,
52.05,3293.3,,,,,,
52.06,3240,,,,,,
52.07,3320,,,,,,
52.08,3080,,,,,,
52.09,3026.7,,,,,,
52.1,3480,,,,,,
52.11,3293.3,,,,,,
52.12,3200,,,,,,
52.13,3466.7,,,,,,
52.14,3466.7,,,,,,
52.15,3173.3,,,,,,
52.16,3120,,,,,,
52.17,3133.3,,,,,,
52.18,3373.3,,,,,,
52.19,3280,,,,,,
52.2,3240,,,,,,
52.21,3346.7,,,,,,
52.22,3280,,,,,,
52.23,3520,,,,,,
52.24,3000,,,,,,
52.25,3066.7,,,,,,
52.26,3093.3,,,,,,
52.27,3346.7,,,,,,
52.28,3146.7,,,,,,
52.29,3266.7,,,,,,
52.3,3186.7,,,,,,
52.31,3373.3,,,,,,
52.32,3426.7,,,,,,
52.33,3040,,,,,,
52.34,2893.3,,,,,,
52.35,3160,,,,,,
52.36,3160,,,,,,
52.37,3200,,,,,,
52.38,3240,,,,,,
52.39,3053.3,,,,,,
52.4,3133.3,,,,,,
52.41,3080,,,,,,
52.42,3266.7,,,,,,
52.43,3040,,,,,,
52.44,3093.3,,,,,,
52.45,3360,,,,,,
52.46,3466.7,,,,,,
52.47,3240,,,,,,
52.48,3213.3,,,,,,
52.49,3226.7,,,,,,
52.5,3186.7,,,,,,
52.51,3066.7,,,,,,
52.52,3360,,,,,,
52.53,3413.3,,,,,,
52.54,3173.3,,,,,,
52.55,3213.3,,,,,,
52.56,3413.3,,,,,,
52.57,3426.7,,,,,,
52.58,3240,,,,,,
52.59,3240,,,,,,
52.6,3213.3,,,,,,
52.61,3133.3,,,,,,
52.62,3146.7,,,,,,
52.63,3093.3,,,,,,
52.64,3386.7,,,,,,
52.65,3160,,,,,,
52.66,2786.7,,,,,,
52.67,3040,,,,,,
52.68,3386.7,,,,,,
52.69,3120,,,,,,
52.7,2960,,,,,,
52.71,3160,,,,,,
52.72,3320,,,,,,
52.73,3173.3,,,,,,
52.74,3200,,,,,,
52.75,3480,,,,,,
52.76,3413.3,,,,,,
52.77,3173.3,,,,,,
52.78,3213.3,,,,,,
52.79,3506.7,,,,,,
52.8,3533.3,,,,,,
52.81,3293.3,,,,,,
52.82,3293.3,,,,,,
52.83,3093.3,,,,,,
52.84,3173.3,,,,,,
52.85,3133.3,,,,,,
52.86,3413.3,,,,,,
52.87,3346.7,,,,,,
52.88,3120,,,,,,
52.89,3546.7,,,,,,
52.9,3373.3,,,,,,
52.91,3266.7,,,,,,
52.92,3453.3,,,,,,
52.93,3280,,,,,,
52.94,3066.7,,,,,,
52.95,3213.3,,,,,,
52.96,3426.7,,,,,,
52.97,3186.7,,,,,,
52.98,3093.3,,,,,,
52.99,3120,,,,,,
53,3173.3,,,,,,
53.01,3226.7,,,,,,
53.02,3253.3,,,,,,
53.03,3160,,,,,,
53.04,3040,,,,,,
53.05,3186.7,,,,,,
53.06,3093.3,,,,,,
53.07,3146.7,,,,,,
53.08,3293.3,,,,,,
53.09,3280,,,,,,
53.1,2920,,,,,,
53.11,3120,,,,,,
53.12,3040,,,,,,
53.13,2826.7,,,,,,
53.14,3533.3,,,,,,
53.15,3106.7,,,,,,
53.16,3106.7,,,,,,
53.17,3013.3,,,,,,
53.18,3053.3,,,,,,
53.19,2960,,,,,,
53.2,2946.7,,,,,,
53.21,2920,,,,,,
53.22,3186.7,,,,,,
53.23,3173.3,,,,,,
53.24,3133.3,,,,,,
53.25,3093.3,,,,,,
53.26,2933.3,,,,,,
53.27,3160,,,,,,
53.28,3186.7,,,,,,
53.29,3306.7,,,,,,
53.3,3226.7,,,,,,
53.31,3120,,,,,,
53.32,3306.7,,,,,,
53.33,3546.7,,,,,,
53.34,3306.7,,,,,,
53.35,3333.3,,,,,,
53.36,3226.7,,,,,,
53.37,2906.7,,,,,,
53.38,3373.3,,,,,,
53.39,3360,,,,,,
53.4,3360,,,,,,
53.41,3160,,,,,,
53.42,3186.7,,,,,,
53.43,3306.7,,,,,,
53.44,3360,,,,,,
53.45,3253.3,,,,,,
53.46,3306.7,,,,,,
53.47,3266.7,,,,,,
53.48,3000,,,,,,
53.49,3093.3,,,,,,
53.5,3346.7,,,,,,
53.51,2920,,,,,,
53.52,3120,,,,,,
53.53,3266.7,,,,,,
53.54,3160,,,,,,
53.55,3360,,,,,,
53.56,3560,,,,,,
53.57,3506.7,,,,,,
53.58,3266.7,,,,,,
53.59,3293.3,,,,,,
53.6,3466.7,,,,,,
53.61,3333.3,,,,,,
53.62,3173.3,,,,,,
53.63,3013.3,,,,,,
53.64,3146.7,,,,,,
53.65,3266.7,,,,,,
53.66,3453.3,,,,,,
53.67,3360,,,,,,
53.68,3160,,,,,,
53.69,3280,,,,,,
53.7,3413.3,,,,,,
53.71,3386.7,,,,,,
53.72,3133.3,,,,,,
53.73,3266.7,,,,,,
53.74,3213.3,,,,,,
53.75,3373.3,,,,,,
53.76,3533.3,,,,,,
53.77,3573.3,,,,,,
53.78,3493.3,,,,,,
53.79,3133.3,,,,,,
53.8,3560,,,,,,
53.81,3680,,,,,,
53.82,3413.3,,,,,,
53.83,3680,,,,,,
53.84,3893.3,,,,,,
53.85,4000,,,,,,
53.86,3880,,,,,,
53.87,4120,,,,,,
53.88,4440,,,,,,
53.89,4146.7,,,,,,
53.9,4000,,,,,,
53.91,4240,,,,,,
53.92,4466.7,,,,,,
53.93,4560,,,,,,
53.94,4373.3,,,,,,
53.95,4586.7,,,,,,
53.96,4853.3,,,,,,
53.97,4560,,,,,,
53.98,4466.7,,,,,,
53.99,4946.7,,,,,,
54,4866.7,,,,,,
54.01,4733.3,,,,,,
54.02,5013.3,,,,,,
54.03,4786.7,,,,,,
54.04,4560,,,,,,
54.05,4866.7,,,,,,
54.06,5013.3,,,,,,
54.07,4706.7,,,,,,
54.08,4320,,,,,,
54.09,4293.3,,,,,,
54.1,4293.3,,,,,,
54.11,4320,,,,,,
54.12,4440,,,,,,
54.13,4120,,,,,,
54.14,4186.7,,,,,,
54.15,4080,,,,,,
54.16,3880,,,,,,
54.17,3426.7,,,,,,
54.18,3586.7,,,,,,
54.19,3706.7,,,,,,
54.2,3653.3,,,,,,
54.21,3840,,,,,,
54.22,3706.7,,,,,,
54.23,3520,,,,,,
54.24,3586.7,,,,,,
54.25,3586.7,,,,,,
54.26,3413.3,,,,,,
54.27,3306.7,,,,,,
54.28,3280,,,,,,
54.29,3400,,,,,,
54.3,3253.3,,,,,,
54.31,3093.3,,,,,,
54.32,3253.3,,,,,,
54.33,3453.3,,,,,,
54.34,3360,,,,,,
54.35,3213.3,,,,,,
54.36,3293.3,,,,,,
54.37,3306.7,,,,,,
54.38,3280,,,,,,
54.39,3053.3,,,,,,
54.4,3253.3,,,,,,
54.41,3360,,,,,,
54.42,3133.3,,,,,,
54.43,3266.7,,,,,,
54.44,3093.3,,,,,,
54.45,3200,,,,,,
54.46,3240,,,,,,
54.47,3253.3,,,,,,
54.48,3306.7,,,,,,
54.49,3426.7,,,,,,
54.5,3306.7,,,,,,
54.51,3280,,,,,,
54.52,3226.7,,,,,,
54.53,3546.7,,,,,,
54.54,3400,,,,,,
54.55,3440,,,,,,
54.56,3626.7,,,,,,
54.57,3506.7,,,,,,
54.58,3160,,,,,,
54.59,3306.7,,,,,,
54.6,3506.7,,,,,,
54.61,3560,,,,,,
54.62,3333.3,,,,,,
54.63,3040,,,,,,
54.64,3120,,,,,,
54.65,3293.3,,,,,,
54.66,3160,,,,,,
54.67,3266.7,,,,,,
54.68,3173.3,,,,,,
54.69,3133.3,,,,,,
54.7,3200,,,,,,
54.71,3586.7,,,,,,
54.72,3440,,,,,,
54.73,3146.7,,,,,,
54.74,3186.7,,,,,,
54.75,3280,,,,,,
54.76,3106.7,,,,,,
54.77,3266.7,,,,,,
54.78,3480,,,,,,
54.79,3306.7,,,,,,
54.8,3013.3,,,,,,
54.81,3360,,,,,,
54.82,3360,,,,,,
54.83,3013.3,,,,,,
54.84,3200,,,,,,
54.85,3386.7,,,,,,
54.86,3413.3,,,,,,
54.87,3333.3,,,,,,
54.88,3533.3,,,,,,
54.89,3320,,,,,,
54.9,3306.7,,,,,,
54.91,3480,,,,,,
54.92,3600,,,,,,
54.93,3546.7,,,,,,
54.94,3120,,,,,,
54.95,3080,,,,,,
54.96,3026.7,,,,,,
54.97,3160,,,,,,
54.98,3333.3,,,,,,
54.99,3386.7,,,,,,
55,3413.3,,,,,,
55.01,3360,,,,,,
55.02,3373.3,,,,,,
55.03,3293.3,,,,,,
55.04,3546.7,,,,,,
55.05,3693.3,,,,,,
55.06,3413.3,,,,,,
55.07,3413.3,,,,,,
55.08,3413.3,,,,,,
55.09,3213.3,,,,,,
55.1,3400,,,,,,
55.11,3626.7,,,,,,
55.12,3493.3,,,,,,
55.13,3213.3,,,,,,
55.14,3053.3,,,,,,
55.15,3280,,,,,,
55.16,3453.3,,,,,,
55.17,3520,,,,,,
55.18,3466.7,,,,,,
55.19,3506.7,,,,,,
55.2,3626.7,,,,,,
55.21,3626.7,,,,,,
55.22,3506.7,,,,,,
55.23,3266.7,,,,,,
55.24,3413.3,,,,,,
55.25,3413.3,,,,,,
55.26,3093.3,,,,,,
55.27,3306.7,,,,,,
55.28,3293.3,,,,,,
55.29,3160,,,,,,
55.3,3240,,,,,,
55.31,3560,,,,,,
55.32,3600,,,,,,
55.33,3200,,,,,,
55.34,3186.7,,,,,,
55.35,3240,,,,,,
55.36,3133.3,,,,,,
55.37,3266.7,,,,,,
55.38,3413.3,,,,,,
55.39,3280,,,,,,
55.4,3146.7,,,,,,
55.41,3333.3,,,,,,
55.42,3346.7,,,,,,
55.43,3320,,,,,,
55.44,3573.3,,,,,,
55.45,3626.7,,,,,,
55.46,3626.7,,,,,,
55.47,3400,,,,,,
55.48,3213.3,,,,,,
55.49,3426.7,,,,,,
55.5,3400,,,,,,
55.51,3426.7,,,,,,
55.52,3440,,,,,,
55.53,3266.7,,,,,,
55.54,2906.7,,,,,,
55.55,3106.7,,,,,,
55.56,3613.3,,,,,,
55.57,3613.3,,,,,,
55.58,3400,,,,,,
55.59,3520,,,,,,
55.6,3440,,,,,,
55.61,3240,,,,,,
55.62,3493.3,,,,,,
55.63,3306.7,,,,,,
55.64,3480,,,,,,
55.65,3333.3,,,,,,
55.66,3466.7,,,,,,
55.67,3413.3,,,,,,
55.68,3346.7,,,,,,
55.69,3453.3,,,,,,
55.7,3240,,,,,,
55.71,3186.7,,,,,,
55.72,3600,,,,,,
55.73,3653.3,,,,,,
55.74,3786.7,,,,,,
55.75,3506.7,,,,,,
55.76,3280,,,,,,
55.77,3333.3,,,,,,
55.78,3266.7,,,,,,
55.79,3413.3,,,,,,
55.8,3586.7,,,,,,
55.81,3546.7,,,,,,
55.82,3480,,,,,,
55.83,3200,,,,,,
55.84,3200,,,,,,
55.85,3306.7,,,,,,
55.86,3506.7,,,,,,
55.87,3373.3,,,,,,
55.88,3280,,,,,,
55.89,3173.3,,,,,,
55.9,3026.7,,,,,,
55.91,3200,,,,,,
55.92,3213.3,,,,,,
55.93,3333.3,,,,,,
55.94,3186.7,,,,,,
55.95,3253.3,,,,,,
55.96,3453.3,,,,,,
55.97,3293.3,,,,,,
55.98,3440,,,,,,
55.99,3320,,,,,,
56,3240,,,,,,
56.01,3506.7,,,,,,
56.02,3533.3,,,,,,
56.03,3400,,,,,,
56.04,3533.3,,,,,,
56.05,3240,,,,,,
56.06,3400,,,,,,
56.07,3466.7,,,,,,
56.08,3120,,,,,,
56.09,3373.3,,,,,,
56.1,3613.3,,,,,,
56.11,3320,,,,,,
56.12,3426.7,,,,,,
56.13,3493.3,,,,,,
56.14,3800,,,,,,
56.15,3840,,,,,,
56.16,3706.7,,,,,,
56.17,3546.7,,,,,,
56.18,3480,,,,,,
56.19,3733.3,,,,,,
56.2,3653.3,,,,,,
56.21,3600,,,,,,
56.22,3680,,,,,,
56.23,3586.7,,,,,,
56.24,3880,,,,,,
56.25,4160,,,,,,
56.26,4093.3,,,,,,
56.27,3960,,,,,,
56.28,4386.7,,,,,,
56.29,4480,,,,,,
56.3,4520,,,,,,
56.31,4506.7,,,,,,
56.32,4306.7,,,,,,
56.33,4306.7,,,,,,
56.34,4826.7,,,,,,
56.35,4853.3,,,,,,
56.36,5120,,,,,,
56.37,5386.7,,,,,,
56.38,5640,,,,,,
56.39,5960,,,,,,
56.4,6533.3,,,,,,
56.41,6960,,,,,,
56.42,7973.3,,,,,,
56.43,8266.7,,,,,,
56.44,9160,,,,,,
56.45,10213,,,,,,
56.46,10813,,,,,,
56.47,11440,,,,,,
56.48,12747,,,,,,
56.49,14053,,,,,,
56.5,15067,,,,,,
56.51,15320,,,,,,
56.52,16733,,,,,,
56.53,17760,,,,,,
56.54,18507,,,,,,
56.55,18787,,,,,,
56.56,18907,,,,,,
56.57,19493,,,,,,
56.58,20040,,,,,,
56.59,19253,,,,,,
56.6,18907,,,,,,
56.61,18640,,,,,,
56.62,18413,,,,,,
56.63,17267,,,,,,
56.64,17360,,,,,,
56.65,17200,,,,,,
56.66,16693,,,,,,
56.67,16320,,,,,,
56.68,16973,,,,,,
56.69,16973,,,,,,
56.7,16467,,,,,,
56.71,16693,,,,,,
56.72,16173,,,,,,
56.73,15093,,,,,,
56.74,14013,,,,,,
56.75,12840,,,,,,
56.76,11600,,,,,,
56.77,10707,,,,,,
56.78,10107,,,,,,
56.79,9133.3,,,,,,
56.8,8746.7,,,,,,
56.81,8173.3,,,,,,
56.82,7933.3,,,,,,
56.83,7760,,,,,,
56.84,7333.3,,,,,,
56.85,7200,,,,,,
56.86,7253.3,,,,,,
56.87,6573.3,,,,,,
56.88,6360,,,,,,
56.89,6040,,,,,,
56.9,5533.3,,,,,,
56.91,5226.7,,,,,,
56.92,4880,,,,,,
56.93,4573.3,,,,,,
56.94,4506.7,,,,,,
56.95,4013.3,,,,,,
56.96,3986.7,,,,,,
56.97,4013.3,,,,,,
56.98,3760,,,,,,
56.99,3613.3,,,,,,
57,3413.3,,,,,,
57.01,3613.3,,,,,,
57.02,3706.7,,,,,,
57.03,3573.3,,,,,,
57.04,3506.7,,,,,,
57.05,3480,,,,,,
57.06,3453.3,,,,,,
57.07,3640,,,,,,
57.08,3693.3,,,,,,
57.09,3506.7,,,,,,
57.1,3466.7,,,,,,
57.11,3493.3,,,,,,
57.12,3506.7,,,,,,
57.13,3613.3,,,,,,
57.14,3533.3,,,,,,
57.15,3586.7,,,,,,
57.16,3640,,,,,,
57.17,3440,,,,,,
57.18,3226.7,,,,,,
57.19,3000,,,,,,
57.2,3266.7,,,,,,
57.21,3506.7,,,,,,
57.22,3546.7,,,,,,
57.23,3440,,,,,,
57.24,3413.3,,,,,,
57.25,3493.3,,,,,,
57.26,3480,,,,,,
57.27,3266.7,,,,,,
57.28,3253.3,,,,,,
57.29,3240,,,,,,
57.3,3373.3,,,,,,
57.31,3320,,,,,,
57.32,3200,,,,,,
57.33,3626.7,,,,,,
57.34,3160,,,,,,
57.35,3253.3,,,,,,
57.36,3706.7,,,,,,
57.37,3386.7,,,,,,
57.38,3080,,,,,,
57.39,3160,,,,,,
57.4,2906.7,,,,,,
57.41,3080,,,,,,
57.42,3373.3,,,,,,
57.43,3386.7,,,,,,
57.44,3413.3,,,,,,
57.45,3453.3,,,,,,
57.46,3440,,,,,,
57.47,3360,,,,,,
57.48,3440,,,,,,
57.49,3226.7,,,,,,
57.5,3200,,,,,,
57.51,3560,,,,,,
57.52,3600,,,,,,
57.53,3466.7,,,,,,
57.54,3333.3,,,,,,
57.55,3453.3,,,,,,
57.56,3200,,,,,,
57.57,2973.3,,,,,,
57.58,2720,,,,,,
57.59,3213.3,,,,,,
57.6,3306.7,,,,,,
57.61,3373.3,,,,,,
57.62,3453.3,,,,,,
57.63,3280,,,,,,
57.64,3213.3,,,,,,
57.65,3466.7,,,,,,
57.66,3280,,,,,,
57.67,3173.3,,,,,,
57.68,3226.7,,,,,,
57.69,3133.3,,,,,,
57.7,3266.7,,,,,,
57.71,3440,,,,,,
57.72,3520,,,,,,
57.73,3280,,,,,,
57.74,3106.7,,,,,,
57.75,3440,,,,,,
57.76,3586.7,,,,,,
57.77,3400,,,,,,
57.78,3280,,,,,,
57.79,3360,,,,,,
57.8,3133.3,,,,,,
57.81,3280,,,,,,
57.82,3280,,,,,,
57.83,3400,,,,,,
57.84,3053.3,,,,,,
57.85,3093.3,,,,,,
57.86,3040,,,,,,
57.87,3360,,,,,,
57.88,3480,,,,,,
57.89,3573.3,,,,,,
57.9,3600,,,,,,
57.91,3253.3,,,,,,
57.92,3120,,,,,,
57.93,3293.3,,,,,,
57.94,3493.3,,,,,,
57.95,3253.3,,,,,,
57.96,3013.3,,,,,,
57.97,3373.3,,,,,,
57.98,3066.7,,,,,,
57.99,3466.7,,,,,,
58,3520,,,,,,
58.01,3386.7,,,,,,
58.02,3240,,,,,,
58.03,3213.3,,,,,,
58.04,3200,,,,,,
58.05,3213.3,,,,,,
58.06,3440,,,,,,
58.07,3613.3,,,,,,
58.08,3333.3,,,,,,
58.09,3240,,,,,,
58.1,3360,,,,,,
58.11,3400,,,,,,
58.12,3173.3,,,,,,
58.13,3146.7,,,,,,
58.14,3146.7,,,,,,
58.15,3093.3,,,,,,
58.16,3066.7,,,,,,
58.17,2813.3,,,,,,
58.18,3293.3,,,,,,
58.19,3200,,,,,,
58.2,3066.7,,,,,,
58.21,3133.3,,,,,,
58.22,3373.3,,,,,,
58.23,3413.3,,,,,,
58.24,3546.7,,,,,,
58.25,3173.3,,,,,,
58.26,3026.7,,,,,,
58.27,2986.7,,,,,,
