,height,length,time
0,0.0,0.0,0.0
1,0.2225209339563144,0.7142857142857143,0.0
2,0.4338837391175581,1.4285714285714286,0.0
3,0.6234898018587335,2.142857142857143,0.0
4,0.7818314824680298,2.857142857142857,0.0
5,0.9009688679024191,3.5714285714285716,0.0
6,0.9749279121818236,4.285714285714286,0.0
7,1.0,5.0,0.0
8,0.9749279121818236,5.714285714285714,0.0
9,0.9009688679024191,6.428571428571429,0.0
10,0.7818314824680299,7.142857142857143,0.0
11,0.6234898018587336,7.857142857142858,0.0
12,0.43388373911755823,8.571428571428571,0.0
13,0.2225209339563141,9.285714285714286,0.0
14,1.2246467991473532e-16,10.0,0.0
15,0.0,0.0,0.014285714285714287
16,0.13873953302184278,0.7142857142857143,0.014285714285714287
17,0.2705220865321327,1.4285714285714286,0.014285714285714287
18,0.3887395330218427,2.142857142857143,0.014285714285714287
19,0.48746395609091175,2.857142857142857,0.014285714285714287
20,0.5617449009293667,3.5714285714285716,0.014285714285714287
21,0.6078576107927939,4.285714285714286,0.014285714285714287
22,0.6234898018587335,5.0,0.014285714285714287
23,0.6078576107927939,5.714285714285714,0.014285714285714287
24,0.5617449009293667,6.428571428571429,0.014285714285714287
25,0.4874639560909118,7.142857142857143,0.014285714285714287
26,0.38873953302184283,7.857142857142858,0.014285714285714287
27,0.2705220865321328,8.571428571428571,0.014285714285714287
28,0.13873953302184258,9.285714285714286,0.014285714285714287
29,7.635547901473155e-17,10.0,0.014285714285714287
30,-0.0,0.0,0.028571428571428574
31,-0.04951556604879047,0.7142857142857143,0.028571428571428574
32,-0.09654821485689696,1.4285714285714286,0.028571428571428574
33,-0.1387395330218429,2.142857142857143,0.028571428571428574
34,-0.17397387167523595,2.857142857142857,0.028571428571428574
35,-0.2004844339512097,3.5714285714285716,0.028571428571428574
36,-0.21694186955877923,4.285714285714286,0.028571428571428574
37,-0.22252093395631456,5.0,0.028571428571428574
38,-0.21694186955877923,5.714285714285714,0.028571428571428574
39,-0.2004844339512097,6.428571428571429,0.028571428571428574
40,-0.17397387167523598,7.142857142857143,0.028571428571428574
41,-0.13873953302184291,7.857142857142858,0.028571428571428574
42,-0.09654821485689699,8.571428571428571,0.028571428571428574
